train_loss,val_loss,val_f1_macro,val_f1_micro,learning_rate
0.9711350959080917,0.4333318974680573,0.07707976160927542,0.2907608695652174,9.997557473810373e-05
0.2666660902591852,0.2478096400963441,0.09095873546939925,0.351925630810093,9.990232305719946e-05
0.1709312733549338,0.16577045949360797,0.15376320657509818,0.4096228868660598,9.978031724785248e-05
0.13686529386502047,0.14039254450161037,0.18343970114119462,0.5034722222222222,9.960967771506668e-05
0.12222492878253644,0.12116653591621923,0.21009489933097927,0.5373467112597548,9.939057285945934e-05
0.11302361064232312,0.11495578323156778,0.2378396875365314,0.5609622744669218,9.912321891107012e-05
0.106543957728606,0.10950541922836814,0.23465257013054727,0.5763256561328334,9.880787971596802e-05
0.10154898183850142,0.10410711698177207,0.25913339925630713,0.5995785036880927,9.844486647586726e-05
0.09932266106972328,0.10453376981593271,0.2946206420563302,0.6090146750524109,9.80345374410087e-05
0.09480792897251936,0.1029439615725561,0.2975250532646829,0.6082852648138437,9.757729755661012e-05
0.08966651833974398,0.10315980335683313,0.30439959857106025,0.6212361331220285,9.707359806323419e-05
0.08672367139504505,0.09644884667323746,0.3104215256913617,0.6303093864708967,9.652393605146847e-05
0.08456777620774049,0.0944780408198597,0.3153372593159867,0.6384976525821596,9.592885397135708e-05
0.08179635571745726,0.09605734567833311,0.3439221988530765,0.6324069218668065,9.5288939097068e-05
0.07463506213747538,0.09029779153812023,0.368294348199685,0.645364064955474,9.460482294732424e-05
0.07901493018636337,0.09190142493097837,0.33800005699820446,0.6473629782833505,9.387718066217127e-05
0.07562687448584117,0.09092179500988422,0.35165745806845894,0.6418988648090815,9.310673033669524e-05
0.0739498749948465,0.08941400722237944,0.3644581201040385,0.6521739130434783,9.229423231234978e-05
0.0706405174273711,0.09088997656607446,0.35678542971294364,0.6524231370505471,9.144048842659084e-05
0.06589102229246727,0.09153701273994591,0.35707945688108783,0.649187205034085,9.054634122155993e-05
0.06665436969353603,0.09154975525181712,0.3783274968045589,0.6549767921609077,8.961267311259669e-05
0.06086995630310132,0.09108413417489473,0.4008174250690873,0.661207778915046,8.864040551740159e-05
0.0634461491726912,0.09262460976384068,0.38662384222516083,0.6652935118434603,8.763049794670778e-05
0.061510377319959494,0.08636742116499493,0.41265415706204017,0.6625129802699896,8.65839470573599e-05
0.05865688209350293,0.08775902550866585,0.423165816511287,0.6701244813278008,8.550178566873413e-05
0.057019748997229794,0.08845201674990981,0.3885906501427961,0.6656362699639361,8.438508174347012e-05
0.05177138103888585,0.08644673410262771,0.4260209434660578,0.6738572162300975,8.32349373335208e-05
0.053417480736970904,0.08930586938184636,0.4283690010182037,0.6738461538461539,8.205248749256017e-05
0.0538377003887525,0.08759688841932603,0.4342445522318996,0.6781901372648703,8.083889915582238e-05
0.051650110660837245,0.08875623868621943,0.40018760318864016,0.6707441386340469,7.959536998847746e-05
0.050637491849752574,0.09120406477733423,0.4102458166224926,0.675114039533705,7.83231272036805e-05
0.05212230605001633,0.08641427658668911,0.39077426893464334,0.6721311475409836,7.702342635146036e-05
0.04792450718008555,0.0874542779651762,0.4088268030133461,0.6738131699846861,7.56975500796434e-05
0.051497356708233175,0.08564262268424944,0.4387309176442253,0.6843421710855427,7.434680686803493e-05
0.04759241689283114,0.08739608654197846,0.43763437053812665,0.6781376518218624,7.297252973710759e-05
0.04815685643026462,0.08948527725825783,0.42751051035835075,0.676530612244898,7.157607493247112e-05
0.0456877349374386,0.08480534492103198,0.4592195272224139,0.6781725888324873,7.015882058642166e-05
0.04866579487346686,0.09242399341163744,0.4110146366461738,0.672089476359939,6.87221653578916e-05
0.0459778704895423,0.09492998354080069,0.43029765560764055,0.6777777777777778,6.726752705214197e-05
0.043385309267502566,0.09297355907108948,0.4316459817694336,0.6807228915662651,6.579634122155994e-05
0.047276668049968204,0.09464138513075486,0.43214826362592623,0.6818411734951947,6.431005974894189e-05
0.041925453337339255,0.09850459483288626,0.431513023933056,0.6852226720647774,6.281014941466034e-05
0.04166359285322519,0.10044672522153564,0.4357805673626419,0.6869089099054256,6.12980904491289e-05
0.04114640693251903,0.09871346497808704,0.4687093303933887,0.6870919136112507,5.977537507199341e-05
0.040509865432977674,0.09430277714406261,0.46316856440867576,0.691183879093199,5.8243506019491463e-05
0.0425544286863162,0.09907915622337174,0.4424464675310975,0.689934243803743,5.67039950614331e-05
0.04071756558349499,0.10384754387249473,0.43119427819241096,0.6826826826826827,5.515836150926649e-05
0.0418238483942472,0.10013009221044206,0.42022455114684854,0.6877510040160643,5.3608130716701046e-05
0.03752249479293823,0.0986856033044462,0.4345049103851867,0.6914947156517363,5.205483257436738e-05
0.04136220824259978,0.09823339637226731,0.4226515341839461,0.6879680479281078,5.050000000000003e-05
0.03910043976054742,0.09807787212820454,0.41725769483762315,0.6925795053003534,4.894516742563268e-05
0.037576147799308485,0.09741866912778097,0.43921345395023065,0.6911468812877264,4.739186928329902e-05
0.03608520721586851,0.09836884952000989,0.44494759160643454,0.6974410436527847,4.584163849073357e-05
0.03853524631032577,0.09997213245120667,0.4518042157110905,0.6935890964159516,4.429600493856697e-05
0.03752517917981515,0.10288526004052344,0.4232988218335166,0.6946107784431138,4.275649398050859e-05
0.036091593796244034,0.0979993749153978,0.4542238080174329,0.6993496748374187,4.122462492800665e-05
0.035025001861728154,0.09800879682862122,0.4548549826328341,0.6942643391521197,3.9701909550871175e-05
0.03552656296927195,0.101856560083746,0.4536926545367379,0.6959560659011482,3.81898505853397e-05
0.036843410420876285,0.09966048658007884,0.44199646480360727,0.701195219123506,3.668994025105817e-05
